entry_id,yoruba_word,tone_marked_form,ipa_transcription,pos_tag,pos_subcategory,grammatical_features,english_gloss,morphological_structure,morpheme_count,root_morpheme,derivational_affixes,inflectional_affixes,tone_pattern,syllable_count,syllable_structure,vowel_harmony_class,nasality,example_sentence_yoruba,example_sentence_tone_marked,example_sentence_english,syntactic_role,valency,aspect_marker,tense_marker,negation_form,dialect_variant,register,frequency_class,semantic_field,animacy,noun_class,verb_class,adposition_type,complementizer_type,focus_marker,serial_verb_position,idiomatic_usage,source_corpus,data_collector,annotation_confidence,notes
YOR_002112,ikede,ikede,/ikede/,noun,common,[],gloss_pending,derived,3,ikede,none,none,M-M-M,3,V-CV,ATR+,non-nasal,Mo feran ikede,Mo fẹ́ràn ikede,I like ikede,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002113,ikẹgan,ikẹgan,/ikɛgan/,noun,common,[],gloss_pending,derived,3,ikẹgan,none,none,M-H-M,3,V-CV,ATR+,non-nasal,Mo feran ikẹgan,Mo fẹ́ràn ikẹgan,I like ikẹgan,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002114,Ikẹja,Ikẹja,/ikɛɟa/,noun,common,[],gloss_pending,derived,3,Ikẹja,none,none,M-H-M,3,V-CV,ATR+,non-nasal,Mo feran Ikẹja,Mo fẹ́ràn Ikẹja,I like Ikẹja,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002115,Ikẹnnẹ,Ikẹnnẹ,/ikɛnnɛ/,noun,common,[],gloss_pending,derived,3,Ikẹnnẹ,none,none,M-H-H,3,V-CV,ATR+,non-nasal,Mo feran Ikẹnnẹ,Mo fẹ́ràn Ikẹnnẹ,I like Ikẹnnẹ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002116,iki,iki,/iki/,noun,common,[],gloss_pending,root,2,iki,none,none,M-M,2,V-CV,ATR+,non-nasal,Mo feran iki,Mo fẹ́ràn iki,I like iki,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002117,ikin,ikin,/ikin/,noun,common,[],gloss_pending,root,2,ikin,none,none,M-M,2,V-CV,ATR+,non-nasal,Mo feran ikin,Mo fẹ́ràn ikin,I like ikin,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002118,ikiribojo,ikiribojo,/ikiriboɟo/,noun,common,[],gloss_pending,derived,5,ikiribojo,none,none,M-M-M-M-M,5,V-CV,ATR+,non-nasal,Mo feran ikiribojo,Mo fẹ́ràn ikiribojo,I like ikiribojo,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002119,ikoidẹ,ikoidẹ,/ikoidɛ/,noun,common,[],gloss_pending,derived,4,ikoidẹ,none,none,M-M-M-H,4,V-CV,ATR+,non-nasal,Mo feran ikoidẹ,Mo fẹ́ràn ikoidẹ,I like ikoidẹ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002120,ikoko,ikoko,/ikoko/,noun,common,[],gloss_pending,derived,3,ikoko,none,none,M-M-M,3,V-CV,ATR+,non-nasal,Mo feran ikoko,Mo fẹ́ràn ikoko,I like ikoko,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002121,ikolẹ,ikolẹ,/ikolɛ/,noun,common,[],gloss_pending,derived,3,ikolẹ,none,none,M-M-H,3,V-CV,ATR+,non-nasal,Mo feran ikolẹ,Mo fẹ́ràn ikolẹ,I like ikolẹ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002122,ikooko,ikooko,/ikooko/,noun,common,[],gloss_pending,derived,4,ikooko,none,none,M-M-M-M,4,V-CV,ATR+,non-nasal,Mo feran ikooko,Mo fẹ́ràn ikooko,I like ikooko,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002123,ikoriko,ikoriko,/ikoriko/,noun,common,[],gloss_pending,derived,4,ikoriko,none,none,M-M-M-M,4,V-CV,ATR+,non-nasal,Mo feran ikoriko,Mo fẹ́ràn ikoriko,I like ikoriko,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002124,Ikorodu,Ikorodu,/ikorodu/,noun,common,[],gloss_pending,derived,4,Ikorodu,none,none,M-M-M-M,4,V-CV,ATR+,non-nasal,Mo feran Ikorodu,Mo fẹ́ràn Ikorodu,I like Ikorodu,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002125,ikọ,ikọ,/ikɔ/,noun,common,[],gloss_pending,root,2,ikọ,none,none,M-H,2,V-CV,ATR+,non-nasal,Mo feran ikọ,Mo fẹ́ràn ikọ,I like ikọ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002126,ikọkọrẹ,ikọkọrẹ,/ikɔkɔrɛ/,noun,common,[],gloss_pending,derived,4,ikọkọrẹ,none,none,M-H-H-H,4,V-CV,ATR+,non-nasal,Mo feran ikọkọrẹ,Mo fẹ́ràn ikọkọrẹ,I like ikọkọrẹ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002127,ikọla,ikọla,/ikɔla/,noun,common,[],gloss_pending,derived,3,ikọla,none,none,M-H-M,3,V-CV,ATR+,non-nasal,Mo feran ikọla,Mo fẹ́ràn ikọla,I like ikọla,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002128,Ikọta,Ikọta,/ikɔta/,noun,common,[],gloss_pending,derived,3,Ikọta,none,none,M-H-M,3,V-CV,ATR+,non-nasal,Mo feran Ikọta,Mo fẹ́ràn Ikọta,I like Ikọta,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002129,iku,iku,/iku/,noun,common,[],gloss_pending,root,2,iku,none,none,M-M,2,V-CV,ATR+,non-nasal,Mo feran iku,Mo fẹ́ràn iku,I like iku,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002130,Iku,Iku,/iku/,noun,common,[],gloss_pending,root,2,Iku,none,none,M-M,2,V-CV,ATR+,non-nasal,Mo feran Iku,Mo fẹ́ràn Iku,I like Iku,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002131,ikun,ikun,/ikun/,noun,common,[],gloss_pending,root,2,ikun,none,none,M-M,2,V-CV,ATR+,non-nasal,Mo feran ikun,Mo fẹ́ràn ikun,I like ikun,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002132,ikunlẹ,ikunlẹ,/ikunlɛ/,noun,common,[],gloss_pending,derived,3,ikunlẹ,none,none,M-M-H,3,V-CV,ATR+,non-nasal,Mo feran ikunlẹ,Mo fẹ́ràn ikunlẹ,I like ikunlẹ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002133,ikuukuu,ikuukuu,/ikuukuu/,noun,common,[],gloss_pending,derived,5,ikuukuu,none,none,M-M-M-M-M,5,V-CV,ATR+,non-nasal,Mo feran ikuukuu,Mo fẹ́ràn ikuukuu,I like ikuukuu,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002134,ila,ila,/ila/,noun,common,[],gloss_pending,root,2,ila,none,none,M-M,2,V-CV,ATR+,non-nasal,Mo feran ila,Mo fẹ́ràn ila,I like ila,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002135,ila-oorun,ila-oorun,/ila-oorun/,noun,common,[],gloss_pending,derived,5,ila-oorun,none,none,M-M-M-M-M,5,V-CV,ATR+,non-nasal,Mo feran ila-oorun,Mo fẹ́ràn ila-oorun,I like ila-oorun,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002136,ilaburu,ilaburu,/ilaburu/,noun,common,[],gloss_pending,derived,4,ilaburu,none,none,M-M-M-M,4,V-CV,ATR+,non-nasal,Mo feran ilaburu,Mo fẹ́ràn ilaburu,I like ilaburu,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002137,Ilajẹ,Ilajẹ,/ilaɟɛ/,noun,common,[],gloss_pending,derived,3,Ilajẹ,none,none,M-M-H,3,V-CV,ATR+,non-nasal,Mo feran Ilajẹ,Mo fẹ́ràn Ilajẹ,I like Ilajẹ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002138,ilakaka,ilakaka,/ilakaka/,noun,common,[],gloss_pending,derived,4,ilakaka,none,none,M-M-M-M,4,V-CV,ATR+,non-nasal,Mo feran ilakaka,Mo fẹ́ràn ilakaka,I like ilakaka,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002139,ilakọṣẹ,ilakọṣẹ,/ilakɔʃɛ/,noun,common,[],gloss_pending,derived,4,ilakọṣẹ,none,none,M-M-H-H,4,V-CV,ATR+,non-nasal,Mo feran ilakọṣẹ,Mo fẹ́ràn ilakọṣẹ,I like ilakọṣẹ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002140,Ilara,Ilara,/ilara/,noun,common,[],gloss_pending,derived,3,Ilara,none,none,M-M-M,3,V-CV,ATR+,non-nasal,Mo feran Ilara,Mo fẹ́ràn Ilara,I like Ilara,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002141,Ilara-Mọkin,Ilara-Mọkin,/ilara-mɔkin/,noun,common,[],gloss_pending,derived,6,Ilara-Mọkin,none,none,M-M-M-L-H-M,6,V-CV,ATR+,non-nasal,Mo feran Ilara-Mọkin,Mo fẹ́ràn Ilara-Mọkin,I like Ilara-Mọkin,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002142,ilari,ilari,/ilari/,noun,common,[],gloss_pending,derived,3,ilari,none,none,M-M-M,3,V-CV,ATR+,non-nasal,Mo feran ilari,Mo fẹ́ràn ilari,I like ilari,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002143,ile,ile,/ile/,noun,common,[],gloss_pending,root,2,ile,none,none,M-M,2,V-CV,ATR+,non-nasal,Mo feran ile,Mo fẹ́ràn ile,I like ile,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002144,ile aṣofin-agba,ile aṣofin-agba,/ile aʃofin-aɡba/,phrase,common,[],gloss_pending,derived,7,ile aṣofin-agba,none,none,M-M-M-M-M-M-M,7,V-CV,ATR+,non-nasal,Mo feran ile aṣofin-agba,Mo fẹ́ràn ile aṣofin-agba,I like ile aṣofin-agba,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002145,ile awoṣifila,ile awoṣifila,/ile awoʃifila/,phrase,common,[],gloss_pending,derived,7,ile awoṣifila,none,none,M-M-M-M-M-M-M,7,V-CV,ATR+,non-nasal,Mo feran ile awoṣifila,Mo fẹ́ràn ile awoṣifila,I like ile awoṣifila,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002146,ile aye,ile aye,/ile aje/,phrase,common,[],gloss_pending,derived,4,ile aye,none,none,M-M-M-M,4,V-CV,ATR+,non-nasal,Mo feran ile aye,Mo fẹ́ràn ile aye,I like ile aye,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002147,ile ẹjọ,ile ẹjọ,/ile ɛɟɔ/,phrase,common,[],gloss_pending,derived,4,ile ẹjọ,none,none,M-M-H-H,4,V-CV,ATR+,non-nasal,Mo feran ile ẹjọ,Mo fẹ́ràn ile ẹjọ,I like ile ẹjọ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002148,ile ẹjọ kotẹmilọrun,ile ẹjọ kotẹmilọrun,/ile ɛɟɔ kotɛmilɔrun/,phrase,common,[],gloss_pending,derived,10,ile ẹjọ kotẹmilọrun,none,none,M-M-H-H-M-H-L-M-H-M,10,V-CV,ATR+,non-nasal,Mo feran ile ẹjọ kotẹmilọrun,Mo fẹ́ràn ile ẹjọ kotẹmilọrun,I like ile ẹjọ kotẹmilọrun,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002149,ile ẹkọ,ile ẹkọ,/ile ɛkɔ/,phrase,common,[],gloss_pending,derived,4,ile ẹkọ,none,none,M-M-H-H,4,V-CV,ATR+,non-nasal,Mo feran ile ẹkọ,Mo fẹ́ràn ile ẹkọ,I like ile ẹkọ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002150,ile ẹkọṣẹ-oniṣegun,ile ẹkọṣẹ-oniṣegun,/ile ɛkɔʃɛ-oniʃegun/,phrase,common,[],gloss_pending,derived,9,ile ẹkọṣẹ-oniṣegun,none,none,M-M-H-H-H-M-M-M-M,9,V-CV,ATR+,non-nasal,Mo feran ile ẹkọṣẹ-oniṣegun,Mo fẹ́ràn ile ẹkọṣẹ-oniṣegun,I like ile ẹkọṣẹ-oniṣegun,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002151,ile ẹyẹ,ile ẹyẹ,/ile ɛjɛ/,phrase,common,[],gloss_pending,derived,4,ile ẹyẹ,none,none,M-M-H-H,4,V-CV,ATR+,non-nasal,Mo feran ile ẹyẹ,Mo fẹ́ràn ile ẹyẹ,I like ile ẹyẹ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002152,ile gogoro,ile gogoro,/ile gogoro/,phrase,common,[],gloss_pending,derived,5,ile gogoro,none,none,M-M-M-M-M,5,V-CV,ATR+,non-nasal,Mo feran ile gogoro,Mo fẹ́ràn ile gogoro,I like ile gogoro,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002153,ile ifowopamọ,ile ifowopamọ,/ile ifowok͡pamɔ/,phrase,common,[],gloss_pending,derived,8,ile ifowopamọ,none,none,M-M-M-M-M-M-L-H,8,V-CV,ATR+,non-nasal,Mo feran ile ifowopamọ,Mo fẹ́ràn ile ifowopamọ,I like ile ifowopamọ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002154,ile ikawe,ile ikawe,/ile ikawe/,phrase,common,[],gloss_pending,derived,5,ile ikawe,none,none,M-M-M-M-M,5,V-CV,ATR+,non-nasal,Mo feran ile ikawe,Mo fẹ́ràn ile ikawe,I like ile ikawe,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002155,ile ikohun-iṣẹnbaye-si,ile ikohun-iṣẹnbaye-si,/ile ikohun-iʃɛnbaje-si/,phrase,common,[],gloss_pending,derived,10,ile ikohun-iṣẹnbaye-si,none,none,M-M-M-M-M-M-H-M-M-M,10,V-CV,ATR+,non-nasal,Mo feran ile ikohun-iṣẹnbaye-si,Mo fẹ́ràn ile ikohun-iṣẹnbaye-si,I like ile ikohun-iṣẹnbaye-si,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002156,ile iwosan,ile iwosan,/ile iwosan/,phrase,common,[],gloss_pending,derived,5,ile iwosan,none,none,M-M-M-M-M,5,V-CV,ATR+,non-nasal,Mo feran ile iwosan,Mo fẹ́ràn ile iwosan,I like ile iwosan,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002157,ile kewu,ile kewu,/ile kewu/,phrase,common,[],gloss_pending,derived,4,ile kewu,none,none,M-M-M-M,4,V-CV,ATR+,non-nasal,Mo feran ile kewu,Mo fẹ́ràn ile kewu,I like ile kewu,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002158,ile kikọ,ile kikọ,/ile kikɔ/,phrase,common,[],gloss_pending,derived,4,ile kikọ,none,none,M-M-M-H,4,V-CV,ATR+,non-nasal,Mo feran ile kikọ,Mo fẹ́ràn ile kikọ,I like ile kikọ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002159,ile oyin,ile oyin,/ile ojin/,phrase,common,[],gloss_pending,derived,4,ile oyin,none,none,M-M-M-M,4,V-CV,ATR+,non-nasal,Mo feran ile oyin,Mo fẹ́ràn ile oyin,I like ile oyin,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002160,ile ọba,ile ọba,/ile ɔba/,phrase,common,[],gloss_pending,derived,4,ile ọba,none,none,M-M-H-M,4,V-CV,ATR+,non-nasal,Mo feran ile ọba,Mo fẹ́ràn ile ọba,I like ile ọba,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002161,ile ọkọ,ile ọkọ,/ile ɔkɔ/,phrase,common,[],gloss_pending,derived,4,ile ọkọ,none,none,M-M-H-H,4,V-CV,ATR+,non-nasal,Mo feran ile ọkọ,Mo fẹ́ràn ile ọkọ,I like ile ọkọ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002162,ile ọmọ,ile ọmọ,/ile ɔmɔ/,phrase,common,[],gloss_pending,derived,5,ile ọmọ,none,none,M-M-H-L-H,5,V-CV,ATR+,non-nasal,Mo feran ile ọmọ,Mo fẹ́ràn ile ọmọ,I like ile ọmọ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002163,ile-ikawe,ile-ikawe,/ile-ikawe/,noun,common,[],gloss_pending,derived,5,ile-ikawe,none,none,M-M-M-M-M,5,V-CV,ATR+,non-nasal,Mo feran ile-ikawe,Mo fẹ́ràn ile-ikawe,I like ile-ikawe,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002164,ile-itawe,ile-itawe,/ile-itawe/,noun,common,[],gloss_pending,derived,5,ile-itawe,none,none,M-M-M-M-M,5,V-CV,ATR+,non-nasal,Mo feran ile-itawe,Mo fẹ́ràn ile-itawe,I like ile-itawe,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002165,ile-iwe,ile-iwe,/ile-iwe/,noun,common,[],gloss_pending,derived,4,ile-iwe,none,none,M-M-M-M,4,V-CV,ATR+,non-nasal,Mo feran ile-iwe,Mo fẹ́ràn ile-iwe,I like ile-iwe,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002166,ile-iwe alakọọbẹrẹ,ile-iwe alakọọbẹrẹ,/ile-iwe alakɔɔbɛrɛ/,phrase,common,[],gloss_pending,derived,10,ile-iwe alakọọbẹrẹ,none,none,M-M-M-M-M-M-H-H-H-H,10,V-CV,ATR+,non-nasal,Mo feran ile-iwe alakọọbẹrẹ,Mo fẹ́ràn ile-iwe alakọọbẹrẹ,I like ile-iwe alakọọbẹrẹ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002167,ile-iwe girama,ile-iwe girama,/ile-iwe girama/,phrase,common,[],gloss_pending,derived,8,ile-iwe girama,none,none,M-M-M-M-M-M-L-M,8,V-CV,ATR+,non-nasal,Mo feran ile-iwe girama,Mo fẹ́ràn ile-iwe girama,I like ile-iwe girama,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002168,ile-iwosan,ile-iwosan,/ile-iwosan/,noun,common,[],gloss_pending,derived,5,ile-iwosan,none,none,M-M-M-M-M,5,V-CV,ATR+,non-nasal,Mo feran ile-iwosan,Mo fẹ́ràn ile-iwosan,I like ile-iwosan,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002169,ile-ounjẹ,ile-ounjẹ,/ile-ounɟɛ/,noun,common,[],gloss_pending,derived,5,ile-ounjẹ,none,none,M-M-M-M-H,5,V-CV,ATR+,non-nasal,Mo feran ile-ounjẹ,Mo fẹ́ràn ile-ounjẹ,I like ile-ounjẹ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002170,ileelẹ,ileelẹ,/ileelɛ/,noun,common,[],gloss_pending,derived,4,ileelẹ,none,none,M-M-M-H,4,V-CV,ATR+,non-nasal,Mo feran ileelẹ,Mo fẹ́ràn ileelẹ,I like ileelẹ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002171,ileeṣẹ,ileeṣẹ,/ileeʃɛ/,noun,common,[],gloss_pending,derived,4,ileeṣẹ,none,none,M-M-M-H,4,V-CV,ATR+,non-nasal,Mo feran ileeṣẹ,Mo fẹ́ràn ileeṣẹ,I like ileeṣẹ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002172,ilekile,ilekile,/ilekile/,noun,common,[],gloss_pending,derived,4,ilekile,none,none,M-M-M-M,4,V-CV,ATR+,non-nasal,Mo feran ilekile,Mo fẹ́ràn ilekile,I like ilekile,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002173,ilemoṣu,ilemoṣu,/ilemoʃu/,noun,common,[],gloss_pending,derived,5,ilemoṣu,none,none,M-M-L-M-M,5,V-CV,ATR+,non-nasal,Mo feran ilemoṣu,Mo fẹ́ràn ilemoṣu,I like ilemoṣu,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002174,ilera,ilera,/ilera/,noun,common,[],gloss_pending,derived,3,ilera,none,none,M-M-M,3,V-CV,ATR+,non-nasal,Mo feran ilera,Mo fẹ́ràn ilera,I like ilera,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
YOR_002175,ileri,ileri,/ileri/,noun,common,[],gloss_pending,derived,3,ileri,none,none,M-M-M,3,V-CV,ATR+,non-nasal,Mo feran ileri,Mo fẹ́ràn ileri,I like ileri,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary_Scrape_2026,Auto_Linguistic_Parser,high,No-dependency build
